x,y,status,cost_lawler,cost_places,historical_species_lawler,future_species_lawler,historical_species_refugia_lawler,historical_species_corridors_lawler,future_species_refugia_corridors_lawler,historical_species_places,future_species_places,historical_species_refugia_places,historical_species_corridors_places,future_species_refugia_corridors_places
-1958045,3162285,0,1526,74442,0.2,1,0.3,0.3,1,0,1,0,0,1
-1948045,3162285,0,1910,36526,0,0,0.2,0,0,0,0,0,0,0
-1958045,3152285,0,2050,50753,0.1,1,0,0.1,1,0,1,0,0,1
-1948045,3142285,0,2526,59234,0,1,0,0,1,0,1,0,0,1
-1938045,3142285,0,2206,53481,0,0,0.1,0.1,0,0,0,0,0,0
-1908045,3142285,0,1086,6124,0,1,0,0,1,0,1,0,0,1
-1898045,3142285,0,1046,4154,0,1,0,0,1,0,1,0,0,1
-1888045,3142285,0,1048,3457,0,1,0,0,1,0,1,0,0,1
-1878045,3142285,2,989,3102,1,1,1,1,1,1,1,1,1,1
-2108045,3132285,0,1598,6804,0,0,0,0,0,1,0,1,0.9,0
-1938045,3132285,0,1149,51332,0.5,0,0.7,0.2,0,0,0,0,0,0
-1908045,3132285,0,1042,3717,0,1,0,0,1,0,1,0,0,1
-1898045,3132285,0,1052,3700,0,1,0,0,1,0,1,0,0,1
-1888045,3132285,0,1046,3710,0,1,0,0,1,0,1,0,0,1
-1878045,3132285,2,1020,3426,1,1,1,1,1,1,1,1,1,1
-1868045,3132285,2,1019,2920,1,1,1,1,1,1,1,1,1,1
-1858045,3132285,2,1038,3642,1,1,1,1,1,1,1,1,1,1
-1848045,3132285,2,984,4244,1,1,1,1,1,1,1,1,1,1
-1838045,3132285,0,1075,5522,0,0,0,1,1,0,0,0,0.6,0
-2118045,3122285,0,1638,6785,1,1,1,1,1,1,1,1,1,1
-2108045,3122285,0,1662,5638,0,0,0.1,0,0,1,0,1,1,0
-2098045,3122285,0,1599,6453,0.2,0,0.1,0.2,0,1,0,1,1,0
-1948045,3122285,0,1006,28835,0.4,1,0.9,0.8,1,0,1,0,0,1
-1938045,3122285,0,1020,15941,0.8,0,0.8,0.6,0,0.1,0,0,0.3,0
-1928045,3122285,0,1215,9463,0.6,0,0.4,0.3,0,0.9,0,1,0.9,0
-1908045,3122285,0,1045,3137,0,1,0,0,1,0,1,0,0,1
-1898045,3122285,2,973,3048,1,1,1,1,1,1,1,1,1,1
-1888045,3122285,2,991,3469,1,1,1,1,1,1,1,1,1,1
-1878045,3122285,2,970,3059,1,1,1,1,1,1,1,1,1,1
-1868045,3122285,2,965,2765,1,1,1,1,1,1,1,1,1,1
-1858045,3122285,2,946,3419,1,1,1,1,1,1,1,1,1,1
-1848045,3122285,2,1030,4144,1,1,1,1,1,1,1,1,1,1
-1828045,3122285,2,1028,5200,1,1,1,1,1,1,1,1,1,1
-1818045,3122285,2,762,6059,1,1,1,1,1,1,1,1,1,1
-1808045,3122285,2,748,9357,1,1,1,1,1,1,1,1,1,1
-2118045,3112285,0,1626,7467,1,1,1,1,1,1,1,1,1,1
-1958045,3112285,0,1010,73642,0.9,1,0.7,0.8,1,0,1,0,0,1
-1948045,3112285,0,2488,25277,0,0,0,0,0,0,0,0,0,0
-1938045,3112285,0,972,21481,1,0,0.9,0.5,0,0.2,0,0.2,0.1,0
-1928045,3112285,0,875,8042,0.7,0,0.8,0.8,0,1,0,1,1,0
-1908045,3112285,0,941,2998,0,1,0,0,1,0,1,0,0,1
-1898045,3112285,0,1023,3660,0,1,0,0,1,0,1,0,0,1
-1878045,3112285,2,1054,2923,1,1,1,1,1,1,1,1,1,1
-1868045,3112285,2,945,2640,1,1,1,1,1,1,1,1,1,1
-1858045,3112285,2,937,3249,1,1,1,1,1,1,1,1,1,1
-1848045,3112285,2,1006,4171,1,1,1,1,1,1,1,1,1,1
-1838045,3112285,2,1045,5709,1,1,1,1,1,1,1,1,1,1
-1828045,3112285,2,1037,5601,1,1,1,1,1,1,1,1,1,1
-1818045,3112285,2,879,6833,1,1,1,1,1,1,1,1,1,1
-1808045,3112285,2,670,10049,1,1,1,1,1,1,1,1,1,1
-1798045,3112285,2,680,9914,1,1,1,1,1,1,1,1,1,1
-1788045,3112285,2,573,8168,1,1,1,1,1,1,1,1,1,1
-1778045,3112285,2,597,7477,1,1,1,1,1,1,1,1,1,1
-1768045,3112285,2,581,5957,1,1,1,1,1,1,1,1,1,1
-2118045,3102285,0,1619,8458,0.1,0,0,0.1,0,1,0,1,1,0
-1958045,3102285,0,1401,48485,0.5,1,0.3,0.6,1,0,1,0,0,1
-1878045,3102285,2,884,2182,1,1,1,1,1,1,1,1,1,1
-1868045,3102285,2,989,3365,1,1,1,1,1,1,1,1,1,1
-1858045,3102285,2,1022,3947,1,1,1,1,1,1,1,1,1,1
-1848045,3102285,2,1037,5315,1,1,1,1,1,1,1,1,1,1
-1838045,3102285,2,1048,6490,1,1,1,1,1,1,1,1,1,1
-1828045,3102285,2,1025,6424,1,1,1,1,1,1,1,1,1,1
-1818045,3102285,2,888,8930,1,1,1,1,1,1,1,1,1,1
-1808045,3102285,2,543,8199,1,1,1,1,1,1,1,1,1,1
-1798045,3102285,2,506,7550,1,1,1,1,1,1,1,1,1,1
-1788045,3102285,2,570,7620,1,1,1,1,1,1,1,1,1,1
-1778045,3102285,2,588,7138,1,1,1,1,1,1,1,1,1,1
-1768045,3102285,2,739,7182,1,1,1,1,1,1,1,1,1,1
-1758045,3102285,2,674,5722,1,1,1,1,1,1,1,1,1,1
-1748045,3102285,0,642,4454,0,0,0,0.1,0,0,0,0,0.1,0
-2118045,3092285,0,1635,10521,0.2,0,0.1,0,0,1,0,1,0.7,0
-2058045,3092285,0,1636,20935,0,1,0,0,1,0,1,0,0,1
-2048045,3092285,0,1665,27947,0,1,0,0,1,0,1,0,0,1
-1968045,3092285,0,5214,56281,0,1,0,0,1,0,1,0,0,1
-1858045,3092285,2,802,1915,1,1,1,1,1,1,1,1,1,1
-1848045,3092285,2,880,2737,1,1,1,1,1,1,1,1,1,1
-1838045,3092285,2,939,4057,1,1,1,1,1,1,1,1,1,1
-1818045,3092285,0,741,9016,0,1,0,0,1,0,1,0,0,1
-1808045,3092285,2,446,9633,1,1,1,1,1,1,1,1,1,1
-1798045,3092285,2,479,8937,1,1,1,1,1,1,1,1,1,1
-1788045,3092285,0,590,9566,0,1,0,0,1,0,1,0,0,1
-1778045,3092285,2,679,8804,1,1,1,1,1,1,1,1,1,1
-1768045,3092285,2,620,7322,1,1,1,1,1,1,1,1,1,1
-2088045,3082285,2,1682,8479,1,1,1,1,1,1,1,1,1,1
-2068045,3082285,2,1699,12545,1,1,1,1,1,1,1,1,1,1
-2058045,3082285,2,1688,13258,1,1,1,1,1,1,1,1,1,1
-2048045,3082285,2,1666,17028,1,1,1,1,1,1,1,1,1,1
-2038045,3082285,0,1680,27939,0.2,1,0,0.3,1,0,1,0,0,1
-2028045,3082285,0,1871,46941,0,1,0,0,1,0,1,0,0,1
-2018045,3082285,0,2733,62535,0,1,0,0,1,0,1,0,0,1
-2008045,3082285,0,3262,85457,0,1,0,0,1,0,1,0,0,1
-1978045,3082285,0,5927,60567,0,1,0,0,1,0,1,0,0,1
-1908045,3082285,0,846,2745,0,1,0,0,1,0,1,0,0,1
-1858045,3082285,2,821,1781,1,1,1,1,1,1,1,1,1,1
-1848045,3082285,2,776,2201,1,1,1,1,1,1,1,1,1,1
-1838045,3082285,2,712,2612,1,1,1,1,1,1,1,1,1,1
-1828045,3082285,0,748,4923,0,1,0,0,1,0,1,0,0,1
-1818045,3082285,0,541,8569,0,1,0,0,1,0,1,0,0,1
-1798045,3082285,0,549,20343,0,1,0,0,1,0,1,0,0,1
-1788045,3082285,0,662,16129,0,1,0,0,1,0,1,0,0,1
-2088045,3072285,2,1813,8454,1,1,1,1,1,1,1,1,1,1
-2078045,3072285,2,1800,8878,1,1,1,1,1,1,1,1,1,1
-2068045,3072285,2,1699,9564,1,1,1,1,1,1,1,1,1,1
-2058045,3072285,2,1582,10811,1,1,1,1,1,1,1,1,1,1
-2048045,3072285,2,1671,14418,1,1,1,1,1,1,1,1,1,1
-2038045,3072285,2,1636,18772,1,1,1,1,1,1,1,1,1,1
-2028045,3072285,2,1586,25114,1,1,1,1,1,1,1,1,1,1
-2018045,3072285,0,1627,35505,0.2,1,0.3,0.5,1,0,1,0,0,1
-2008045,3072285,0,2355,58309,0,1,0.1,0,1,0,1,0,0,1
-1998045,3072285,0,1732,49485,0.1,1,0,0.2,1,0,1,0,0,1
-1988045,3072285,0,1865,75461,0.2,1,0,0.2,1,0,1,0,0,1
-1928045,3072285,0,3379,12758,0,0,0,0,0,0.7,0,0.6,0.5,0
-1868045,3072285,2,794,1326,1,1,1,1,1,1,1,1,1,1
-1858045,3072285,2,837,1546,1,1,1,1,1,1,1,1,1,1
-1848045,3072285,2,475,2113,1,1,1,1,1,1,1,1,1,1
-1838045,3072285,2,441,3186,1,1,1,1,1,1,1,1,1,1
-1828045,3072285,2,519,4846,1,1,1,1,1,1,1,1,1,1
-1818045,3072285,0,479,8553,0,1,0,0,1,0,1,0,0,1
-1758045,3072285,0,637,5396,0,0,0,0,0,0.2,0,0,0.1,0
-2108045,3062285,0,1796,8065,0,1,0,0,1,0,1,0,0,1
-2098045,3062285,0,1765,9327,0,1,0,0,1,0,1,0,0,1
-2088045,3062285,0,1782,8910,0,1,0,0,1,0,1,0,0,1
-2078045,3062285,2,1838,7366,1,1,1,1,1,1,1,1,1,1
-2068045,3062285,2,1786,7073,1,1,1,1,1,1,1,1,1,1
-2058045,3062285,2,1717,8533,1,1,1,1,1,1,1,1,1,1
-2048045,3062285,2,1657,10778,1,1,1,1,1,1,1,1,1,1
-2038045,3062285,2,1644,13437,1,1,1,1,1,1,1,1,1,1
-2028045,3062285,2,1625,14655,1,1,1,1,1,1,1,1,1,1
-2018045,3062285,2,1658,17202,1,1,1,1,1,1,1,1,1,1
-2008045,3062285,0,1634,26126,0,1,0.1,0.2,1,0,1,0,0,1
-1998045,3062285,0,1721,25536,0,0,0.3,0.1,0,0.1,0,0.1,0,0
-1988045,3062285,0,1940,42266,0.1,1,0,0,1,0,1,0,0,1
-1958045,3062285,0,4344,60439,0,1,0,0,1,0,1,0,0,1
-1908045,3062285,2,3143,3187,1,1,1,1,1,1,1,1,1,1
-1878045,3062285,0,2140,2825,0,0,0,0,0,0,0.3,0,0,0.2
-1868045,3062285,2,1550,1675,1,1,1,1,1,1,1,1,1,1
-1858045,3062285,2,897,1480,1,1,1,1,1,1,1,1,1,1
-1848045,3062285,2,429,2412,1,1,1,1,1,1,1,1,1,1
-1838045,3062285,2,478,3638,1,1,1,1,1,1,1,1,1,1
-1828045,3062285,2,448,4521,1,1,1,1,1,1,1,1,1,1
-1818045,3062285,2,503,7662,1,1,1,1,1,1,1,1,1,1
-1808045,3062285,2,462,10652,1,1,1,1,1,1,1,1,1,1
-1618045,3062285,0,844,2806,0,0,0,0,0,0,0,0,0,0
-1578045,3062285,0,893,1863,0,1,0,0,1,0,1,0,0,1
-1568045,3062285,0,876,2222,0,1,0,0,1,0,1,0,0.2,1
-1558045,3062285,0,887,1981,0,1,0,0,1,0,1,0,0,1
-2108045,3052285,0,1821,7097,0,1,0,0,1,0,1,0,0,1
-2098045,3052285,0,1798,8577,0,1,0,0,1,0,1,0,0,1
-2088045,3052285,0,1822,7402,0,1,0,0,1,0,1,0,0,1
-2078045,3052285,2,1844,6258,1,1,1,1,1,1,1,1,1,1
-2068045,3052285,2,1783,6391,1,1,1,1,1,1,1,1,1,1
-2058045,3052285,2,1624,7592,1,1,1,1,1,1,1,1,1,1
-2048045,3052285,2,1794,9718,1,1,1,1,1,1,1,1,1,1
-2038045,3052285,2,1735,11238,1,1,1,1,1,1,1,1,1,1
-2028045,3052285,2,1653,11869,1,1,1,1,1,1,1,1,1,1
-2018045,3052285,2,1691,12014,1,1,1,1,1,1,1,1,1,1
-2008045,3052285,0,1708,17622,0,1,1,0,1,0,1,1,0,1
-1988045,3052285,0,1849,22484,0.2,0,0.1,0,0,0.1,0,0.1,0,0
-1878045,3052285,0,3131,2397,0,0,0,0,0,0,0.4,0,0,0.5
-1868045,3052285,2,3127,1958,1,1,1,1,1,1,1,1,1,1
-1858045,3052285,2,3031,1513,1,1,1,1,1,1,1,1,1,1
-1848045,3052285,2,832,2445,1,1,1,1,1,1,1,1,1,1
-1838045,3052285,2,441,3256,1,1,1,1,1,1,1,1,1,1
-1828045,3052285,2,464,4889,1,1,1,1,1,1,1,1,1,1
-1818045,3052285,2,484,5754,1,1,1,1,1,1,1,1,1,1
-1768045,3052285,0,675,6615,0,1,0,0,1,0,1,0,0,1
-1658045,3052285,0,400,2697,0,1,0,0,1,0,1,0,0,1
-1568045,3052285,0,871,2730,0,1,0,0,1,0,1,0,0,1
-1558045,3052285,2,874,2430,1,1,1,1,1,1,1,1,1,1
-1548045,3052285,0,959,3063,0,1,0,0,1,0,1,0,0,1
-1538045,3052285,0,1012,3934,0,0,0,0,0,0,0,0,0.2,0
-1528045,3052285,0,1024,4700,0,1,0,0,1,0,1,0,0,1
-1518045,3052285,0,994,5650,0,1,0,0,1,0,1,0,0,1
-2108045,3042285,0,1471,3752,0,1,0,0,1,0,1,0,0,1
-2098045,3042285,0,1714,6217,0,1,0,0,1,0,1,0,0,1
-2088045,3042285,0,1847,7365,0,1,0,0,1,0,1,0,0,1
-2078045,3042285,2,1861,6634,1,1,1,1,1,1,1,1,1,1
-2068045,3042285,2,1837,6586,1,1,1,1,1,1,1,1,1,1
-2058045,3042285,2,1797,7854,1,1,1,1,1,1,1,1,1,1
-2048045,3042285,2,1746,9526,1,1,1,1,1,1,1,1,1,1
-2038045,3042285,2,1645,10409,1,1,1,1,1,1,1,1,1,1
-2028045,3042285,2,1773,11532,1,1,1,1,1,1,1,1,1,1
-2018045,3042285,2,1786,11859,1,1,1,1,1,1,1,1,1,1
-2008045,3042285,0,1821,16707,0,1,0,0,1,0,1,0,0,1
-1888045,3042285,0,3115,2284,0,0,0,0,0,0,0.6,0,0,0.7
-1878045,3042285,2,3106,1575,1,1,1,1,1,1,1,1,1,1
-1868045,3042285,2,3082,1391,1,1,1,1,1,1,1,1,1,1
-1848045,3042285,2,1310,2421,1,1,1,1,1,1,1,1,1,1
-1838045,3042285,2,437,3190,1,1,1,1,1,1,1,1,1,1
-1828045,3042285,2,459,4325,1,1,1,1,1,1,1,1,1,1
-1818045,3042285,2,465,4673,1,1,1,1,1,1,1,1,1,1
-1808045,3042285,2,596,6426,1,1,1,1,1,1,1,1,1,1
-1658045,3042285,0,400,2772,0,1,0,0,1,0,1,0,0,1
-1588045,3042285,0,858,2754,0,0,0.1,0,0,0.7,0,0.7,0.9,0
-1578045,3042285,0,843,3589,0,0,0,0,0,0.6,0,0.6,0.3,0
-1558045,3042285,0,867,3080,0,1,0,0,1,0,1,0,0,1
-1528045,3042285,0,1022,4843,0,1,0,0,1,0,1,0,0,1
-1518045,3042285,0,1012,5223,0,1,0,0,1,0,1,0,0,1
-2108045,3032285,0,1184,2043,0,1,0,0,1,0,1,0,0,1
-2098045,3032285,0,1248,3382,0,1,0,0,1,0,1,0,0,1
-2088045,3032285,0,1478,5881,0,1,0,0,1,0,1,0,0,1
-2078045,3032285,0,1701,7044,0,1,0,0,1,0,1,0,0,1
-2068045,3032285,2,1807,7502,1,1,1,1,1,1,1,1,1,1
-2058045,3032285,2,1861,8622,1,1,1,1,1,1,1,1,1,1
-2048045,3032285,2,1913,8589,1,1,1,1,1,1,1,1,1,1
-2038045,3032285,2,1757,9203,1,1,1,1,1,1,1,1,1,1
-2028045,3032285,2,1750,11186,1,1,1,1,1,1,1,1,1,1
-2008045,3032285,0,1727,22023,0.1,0.3,0.5,0.2,0.1,0,0,0,0,0
-1978045,3032285,0,3540,53948,0,1,0,0,1,0,1,0,0,1
-1898045,3032285,2,3049,1677,1,1,1,1,1,1,1,1,1,1
-1888045,3032285,2,3048,1369,1,1,1,1,1,1,1,1,1,1
-1878045,3032285,2,3090,1444,1,1,1,1,1,1,1,1,1,1
-1868045,3032285,2,2168,1652,1,1,1,1,1,1,1,1,1,1
-1858045,3032285,2,1339,2124,1,1,1,1,1,1,1,1,1,1
-1848045,3032285,2,478,3232,1,1,1,1,1,1,1,1,1,1
-1838045,3032285,2,454,3487,1,1,1,1,1,1,1,1,1,1
-1828045,3032285,0,464,3942,0,1,0,1,1,0.3,1,0.2,0.9,1
-1818045,3032285,2,450,4143,1,1,1,1,1,1,1,1,1,1
-1808045,3032285,0,441,4597,0,1,0,0,1,0,1,0,0,1
-1578045,3032285,0,784,4337,0.1,0,0,0,0,0.1,0,0.1,0.1,0
-1568045,3032285,0,853,2865,0,1,0,0,1,0,1,0,0,1
-1548045,3032285,0,1667,3992,0,0,0,0,0,0.1,0,0.1,0.3,0
-1538045,3032285,0,1755,4699,0,0,0,0,0,0.3,0,0.3,0,0
-1528045,3032285,0,979,4692,0,1,0,0,1,0,1,0,0,1
-1518045,3032285,0,1007,5277,0,1,0,0,1,0,1,0,0,1
-1488045,3032285,0,988,9386,0,1,0,0,1,0,1,0,0,1
-1458045,3032285,0,518,12236,0.1,0,0.4,0,0,0,0,0,0,0
-1448045,3032285,0,514,16744,0.2,0.9,0.6,0.1,0.7,0,0,0,0,0.1
-1438045,3032285,0,517,13859,0.2,0.9,0,0,0.2,0,0.3,0,0,0.2
-1418045,3032285,0,506,20738,0.2,0.8,0.3,0,0.2,0,0,0,0,0
-2108045,3022285,0,1243,2230,0.8,0.5,0.6,0.5,0.5,1,1,1,1,1
-2088045,3022285,0,1331,5303,0.7,1,0.9,0.1,1,0.7,1,0.7,0.7,1
-2078045,3022285,0,1372,4716,0,1,0,0,1,0,1,0,0,1
-2048045,3022285,2,2079,7708,1,1,1,1,1,1,1,1,1,1
-2038045,3022285,2,1964,8920,1,1,1,1,1,1,1,1,1,1
-2028045,3022285,0,2040,11691,0,0.2,0,0.1,0.1,0,0,0,0,0
-1978045,3022285,0,3561,141617,0,1,0,0,1,0,1,0,0,1
-1958045,3022285,0,5333,479576,0,0,0,0,0,0,0.5,0,0,0.4
-1898045,3022285,2,3079,2164,1,1,1,1,1,1,1,1,1,1
-1888045,3022285,2,3068,1809,1,1,1,1,1,1,1,1,1,1
-1878045,3022285,2,2958,2025,1,1,1,1,1,1,1,1,1,1
-1868045,3022285,2,792,2352,1,1,1,1,1,1,1,1,1,1
-1858045,3022285,2,457,2703,1,1,1,1,1,1,1,1,1,1
-1848045,3022285,2,472,3858,1,1,1,1,1,1,1,1,1,1
-1808045,3022285,0,453,5105,0,1,0,0,1,0,1,0,0,1
-1758045,3022285,0,242,3532,0.4,1,0.3,0.1,1,0,0.6,0,0,0.4
-1708045,3022285,0,706,2077,0,0,0,0,0,0,0,0,0,0
-1578045,3022285,0,843,4168,0,0,0,0,0,0.1,0,0.1,0.3,0
-1558045,3022285,0,976,3419,0,0,0,0,0,0.3,0,0.3,0.3,0
-1548045,3022285,0,1777,4647,0,0,0,0,0,0,0,0,0.1,0
-1538045,3022285,0,1568,5335,0,0,0,0,0,0.1,0,0.1,0,0
-1528045,3022285,0,953,5333,0,1,0,0,1,0,1,0,0,1
-1518045,3022285,0,1008,6787,0,1,0,0,1,0,1,0,0,1
-1478045,3022285,0,706,8892,0,0,0.1,0,0,0,0,0,0,0
-1468045,3022285,0,521,10704,0.5,0,0.5,0,0,0,0,0,0,0
-1458045,3022285,0,520,14893,0.5,0,0,0,0,0,0,0,0,0
-1448045,3022285,0,516,15553,0.2,0.8,0.5,0.1,0.4,0,0,0,0,0.2
-2108045,3012285,0,1296,2444,0.6,0.8,0.8,0.6,0.6,1,1,1,1,1
-2098045,3012285,0,1290,3027,0.9,1,0.6,0.6,0.7,1,1,1,1,1
-2088045,3012285,0,1235,3962,0.4,1,0.9,0.6,1,0.9,1,0.9,0.9,1
-2078045,3012285,0,1356,3670,0,1,0,0,1,0,1,0,0,1
-1968045,3012285,0,5666,1139948,0,0,0,0,0,0,0,0,0,0
-1898045,3012285,2,3620,2992,1,1,1,1,1,1,1,1,1,1
-1888045,3012285,2,3117,2669,1,1,1,1,1,1,1,1,1,1
-1878045,3012285,2,2743,2264,1,1,1,1,1,1,1,1,1,1
-1868045,3012285,2,567,3803,1,1,1,1,1,1,1,1,1,1
-1778045,3012285,0,235,6554,0.3,1,0.3,0.2,0.7,0,0,0,0,0
-1758045,3012285,0,417,5819,0.1,0.8,0,0,1,0,0.1,0,0,0.1
-1588045,3012285,0,836,3189,0,0,0,0,0,0.5,0,0.5,0.3,0
-1578045,3012285,0,824,4184,0,0,0,0,0,0.2,0,0.2,0.2,0
-1568045,3012285,0,803,3604,0,0,0,0,0,0.3,0,0.3,0.4,0
-1558045,3012285,0,1180,3885,0,0,0,0,0,0.3,0,0.3,0.1,0
-1548045,3012285,0,1778,5285,0,0,0,0,0,0,0,0,0,0
-1538045,3012285,0,1388,5489,0,0,0,0,0,0,0,0,0.2,0
-1528045,3012285,0,942,6011,0,1,0,0,1,0,1,0,0,1
-1518045,3012285,0,978,7909,0,1,0,0,1,0,1,0,0,1
-1478045,3012285,0,581,9873,0.3,0,0.3,0.1,0,0,0,0,0,0
-1468045,3012285,0,506,10495,0.6,0,0.1,0.3,0,0,0,0,0,0
-1458045,3012285,0,522,10322,0,0,0.1,0.2,0,0,0,0,0,0
-1448045,3012285,0,507,11355,0.3,0.8,0.3,0,1,0,0.4,0,0,0.6
-1428045,3012285,0,497,14332,0.4,0.9,0.4,0.1,0.7,0,0.2,0,0,0.2
-1418045,3012285,0,488,20745,0.2,0.8,0.4,0.2,1,0,0,0,0,0
-1408045,3012285,0,503,29238,0.3,0.8,0.7,0.1,0.8,0,0,0,0,0
-1358045,3012285,0,845,21678,0.1,0.2,0,0,0.2,0,0,0,0,0
-1348045,3012285,2,841,11609,1,1,1,1,1,1,1,1,1,1
-1338045,3012285,2,821,6971,1,1,1,1,1,1,1,1,1,1
-1328045,3012285,2,401,7134,1,1,1,1,1,1,1,1,1,1
-1318045,3012285,2,177,7169,1,1,1,1,1,1,1,1,1,1
-2108045,3002285,0,1262,3678,0.8,1,0.7,0.7,0.9,1,1,1,1,1
-2098045,3002285,0,1223,4445,0.8,0.8,0.7,0.9,0.8,0.7,1,0.7,1,1
-2088045,3002285,0,1190,4480,1,1,0.9,0.6,0.9,0.9,1,0.9,0.8,0.9
-2078045,3002285,0,1270,3087,0,1,0,0,1,0,1,0,0,1
-2068045,3002285,0,1225,3753,0.8,0.8,0.8,0.1,0.8,1,1,1,0.8,1
-2058045,3002285,0,1954,6380,0.2,0.2,0.1,0.1,0.3,0.5,0.6,0.5,0.4,0.8
-2048045,3002285,0,2039,9330,0.1,0.1,0,0.1,0.1,0,0.1,0,0.1,0.1
-1908045,3002285,0,5667,4124,0,0,0,0,0,0,0.1,0,0,0
-1898045,3002285,0,5671,5229,0,0,0,0,0,0,0,0,0,0
-1878045,3002285,0,4558,3393,0,0,0,0,0,0,0,0,0,0
-1868045,3002285,0,661,3949,0,0,0,0,0,0,0,0,0,0.2
-1828045,3002285,0,452,3988,0,1,0,0,1,0,1,0,0,1
-1778045,3002285,0,188,5088,0.7,1,1,0.2,1,0,0,0,0,0
-1758045,3002285,0,308,3929,0.1,1,0,0,1,0,0.6,0,0,0.3
-1748045,3002285,0,226,1738,0.7,1,0.4,0.2,1,0.2,0.9,0.2,0.1,1
-1738045,3002285,0,135,1479,0.9,1,0.8,0.6,1,0.5,1,0.5,0.2,1
-1728045,3002285,0,125,1474,1,1,1,0.9,1,0.8,1,0.8,0.2,1
-1718045,3002285,0,110,1529,1,1,1,1,1,0.7,1,0.7,0.3,1
-1708045,3002285,0,193,1419,0.6,1,0.5,0.8,1,0.3,1,0.3,0.2,1
-1588045,3002285,0,783,3566,0,0,0,0,0,0.5,0,0.5,0.7,0
-1578045,3002285,0,655,4727,0,0,0,0.2,0,0.1,0,0.1,0.1,0
-1568045,3002285,0,802,3773,0,0,0.1,0,0,0.1,0,0.1,0.5,0
-1558045,3002285,0,1388,4186,0,0,0,0,0,0,0,0,0.2,0
-1538045,3002285,0,1500,6132,0,0,0,0,0,0,0,0,0,0
-1518045,3002285,0,1018,10627,0,0,0,0,0,0,0,0,0,0
-1478045,3002285,0,522,13232,0.4,0,0.3,0.1,0,0,0,0,0,0
-1468045,3002285,0,514,10153,0.2,0,0.3,0.2,0,0,0,0,0,0
-1458045,3002285,0,513,8966,0.1,0,0.1,0.3,0,0,0,0,0,0
-1448045,3002285,0,517,9537,0.4,0.9,0,0.1,1,0,0.5,0,0,0.8
-1438045,3002285,0,512,9932,0.4,0.6,0.4,0.2,1,0,0.3,0,0,0.5
-1428045,3002285,0,504,13799,0.3,0.6,0.4,0.2,1,0,0,0,0,0.3
-1418045,3002285,0,498,13488,0.6,0.9,0.3,0.2,1,0,0.1,0,0,0.3
-1408045,3002285,0,511,18690,0.3,0.9,0.4,0.2,0.9,0,0,0,0,0.1
-1368045,3002285,0,838,10056,0.1,0.2,0,0,0,0,0.6,0,0,0.6
-1358045,3002285,0,864,23484,0.1,0.1,0,0.1,0.1,0,0,0,0,0
-1348045,3002285,2,859,17925,1,1,1,1,1,1,1,1,1,1
-1338045,3002285,2,831,7863,1,1,1,1,1,1,1,1,1,1
-1328045,3002285,2,413,7038,1,1,1,1,1,1,1,1,1,1
-1318045,3002285,2,183,7010,1,1,1,1,1,1,1,1,1,1
-1308045,3002285,2,178,7243,1,1,1,1,1,1,1,1,1,1
-1298045,3002285,2,171,9783,1,1,1,1,1,1,1,1,1,1
-1288045,3002285,0,182,12947,0,0.6,0,0.1,0.9,0,0,0,0,0
-1278045,3002285,0,218,13369,0,0.5,0,0.1,0.7,0,0,0,0,0
-1268045,3002285,0,224,12824,0,0,0,0.1,0.7,0,0,0,0,0
2011955,3002285,0,51,1012,0,1,0,0,1,0,1,0,0,1
2071955,3002285,0,237,689,0,1,0,0,1,0,1,0,0,1
2081955,3002285,0,292,637,0,1,0,0,1,0,1,0,0,1
2091955,3002285,0,89,630,0,1,0,0,1,0,1,0,0.3,1
2101955,3002285,0,155,653,0,1,0,0,1,0,1,0,0,1
-2118045,2992285,0,1275,8296,0.4,0,0.7,0.4,0,1,0,1,0.8,0
-2108045,2992285,0,1375,4424,0,0,0,0,0,0,0.3,0,0,0.4
-2098045,2992285,0,1317,5426,0.5,1,0.8,0.5,1,0.9,1,0.9,0.9,1
-2088045,2992285,0,1184,5070,0.6,0.6,0.5,0.9,0.8,0.6,1,0.6,0.7,0.6
-2078045,2992285,0,1178,3532,0.6,0.8,0.7,0.8,0.8,1,0.9,1,1,1
-2068045,2992285,0,1213,6178,0.9,0.8,0.7,0.5,0.9,0.5,1,0.5,0.5,0.9
-2058045,2992285,0,1803,9056,0.4,0.3,0,0.1,0.5,0.1,0.2,0,0.1,0.5
-2048045,2992285,0,1765,10830,0.2,0.2,0.1,0.1,0.2,0,0.2,0,0,0
-1918045,2992285,0,5638,5914,0,0,0,0,0,0,0,0,0,0.1
-1908045,2992285,2,5654,3657,1,1,1,1,1,1,1,1,1,1
-1898045,2992285,2,5665,3317,1,1,1,1,1,1,1,1,1,1
-1888045,2992285,2,5681,4046,1,1,1,1,1,1,1,1,1,1
-1878045,2992285,2,3861,3092,1,1,1,1,1,1,1,1,1,1
-1868045,2992285,2,501,2892,1,1,1,1,1,1,1,1,1,1
-1858045,2992285,2,457,3154,1,1,1,1,1,1,1,1,1,1
-1808045,2992285,0,386,4528,0,0,0,0,0,0,0,0,0,0
-1758045,2992285,0,255,1623,0.4,1,0.3,0,1,0.4,1,0.4,0.4,1
-1718045,2992285,0,72,1067,1,1,1,1,1,0.7,1,0.7,0.3,1
-1708045,2992285,0,157,1408,0.9,1,0.9,0.6,1,0.6,1,0.6,0.3,1
