x,y,status,cost_lawler,cost_places,historical_species_lawler,future_species_lawler,historical_species_refugia_lawler,historical_species_corridors_lawler,future_species_refugia_corridors_lawler,historical_species_places,future_species_places,historical_species_refugia_places,historical_species_corridors_places,future_species_refugia_corridors_places
-1708045,1672285,2,170,4202,1,1,1,1,1,1,1,1,1,1
-1698045,1672285,2,171,2648,1,1,1,1,1,1,1,1,1,1
-1688045,1672285,2,171,3032,1,1,1,1,1,1,1,1,1,1
-1678045,1672285,2,170,2248,1,1,1,1,1,1,1,1,1,1
-1668045,1672285,2,170,5928,1,1,1,1,1,1,1,1,1,1
-1608045,1672285,0,173,12439,0,0,0,1,1,0,0,0,0,0
-1598045,1672285,2,174,8371,1,1,1,1,1,1,1,1,1,1
-1588045,1672285,2,165,9732,1,1,1,1,1,1,1,1,1,1
-1578045,1672285,2,155,5866,1,1,1,1,1,1,1,1,1,1
-1568045,1672285,2,79,3966,1,1,1,1,1,1,1,1,1,1
-1558045,1672285,0,85,4138,0,0,0,0.9,0.6,0,0,0,0,0
-1228045,1672285,2,235,2682,1,1,1,1,1,1,1,1,1,1
-1218045,1672285,2,222,2925,1,1,1,1,1,1,1,1,1,1
-1208045,1672285,2,239,2576,1,1,1,1,1,1,1,1,1,1
-1198045,1672285,2,240,3113,1,1,1,1,1,1,1,1,1,1
-1018045,1672285,2,366,51629,1,1,1,1,1,1,1,1,1,1
-998045,1672285,2,172,18819,1,1,1,1,1,1,1,1,1,1
-988045,1672285,2,128,16095,1,1,1,1,1,1,1,1,1,1
-978045,1672285,2,155,14906,1,1,1,1,1,1,1,1,1,1
-968045,1672285,2,92,18414,1,1,1,1,1,1,1,1,1,1
-958045,1672285,2,102,21272,1,1,1,1,1,1,1,1,1,1
-948045,1672285,2,82,21699,1,1,1,1,1,1,1,1,1,1
-938045,1672285,0,61,22597,0,0,1,0,1,0,0,1,0,1
-928045,1672285,0,18,20552,0,0,1,0,1,0,0,1,0,1
-918045,1672285,0,32,8084,0,0,1,0,1,0,0,1,0,1
-908045,1672285,0,131,5127,0,0.2,1,0,1,0,0,1,0,1
-898045,1672285,0,168,4222,0,0,1,0,1,0,0,1,0,1
-888045,1672285,0,339,6880,0,0,1,0,1,0,0,1,0,1
-878045,1672285,0,369,9031,0,0,1,0,1,0,0,1,0,1
-868045,1672285,0,279,5726,0,0,1,0,1,0,0,1,0,1
-858045,1672285,0,201,3034,0,0,1,0,1,0,0,1,0,1
-848045,1672285,0,112,1720,0,0,1,0,1,0,0,1,0,1
-838045,1672285,2,94,3111,1,1,1,1,1,1,1,1,1,1
-828045,1672285,2,55,6126,1,1,1,1,1,1,1,1,1,1
-818045,1672285,0,201,3982,0,0,0,0,0.3,0,0,0,0,0
-808045,1672285,0,265,3322,0,0,0,0,0.3,0,0,0,0,0
-778045,1672285,0,322,1851,0,1,0,0,1,0,1,0,0.2,1
-738045,1672285,0,336,985,0,0,0,0,0,0,0,0,0,0
-728045,1672285,0,267,868,0,0,0,0,0,0,0,0,0.1,0.2
-718045,1672285,0,330,622,0,0,0,0,0,0,0,0,0.7,0.5
-568045,1672285,0,156,713,0,0,0,0,0,0,0,0,0.8,0.3
-558045,1672285,0,188,794,0,0,0,0,0,0,0,0,0.1,0
-548045,1672285,0,245,1032,0,0,0,0,0,0,0,0,0.6,0.4
-538045,1672285,0,142,960,0,0,0,0.1,0,0,0,0,0.3,0.1
-528045,1672285,0,291,1447,0,0,0,0.1,0,0,0,0,0.3,0
-518045,1672285,0,243,1466,0,0,0,0.6,0.2,0,0,0,1,1
-508045,1672285,0,199,1401,0,0,0,0.6,0.2,0,0,0,0.9,0.9
-498045,1672285,0,217,1659,0,0,0,0.6,0.3,0,0,0,0.8,0.8
-478045,1672285,0,280,1471,0,0,0,0.3,0.1,0,0,0,1,0.5
-358045,1672285,0,267,1953,0,0,0,0.9,0.8,0,0,0,1,1
-348045,1672285,0,221,1732,0,0,0,0,0.2,0,0,0,0,0
-338045,1672285,0,180,1572,0,0,0,0,0.2,0,0,0,0,0
-158045,1672285,0,299,2747,0,0,0,0,0,0,0,0,0.1,0.1
-148045,1672285,0,321,2556,0,0.4,0,0,0,0,0.7,0,0,0.7
-138045,1672285,0,398,2836,0,0.1,0,0,0,0,0.6,0,0,0.6
-8045,1672285,0,453,2883,0,0,0,0,0,0,0,0,0,0.1
461955,1672285,0,299,5641,0,0,0,0.1,0,0,0,0,0,0
611955,1672285,0,830,7658,0,0,0,0.7,0.2,0,0,0,0.4,0.1
621955,1672285,0,927,7338,0,0,0,0,0,0,0,0,0.2,0
681955,1672285,0,1140,7735,0,0,0,0,0,0,0,0,0,0
691955,1672285,0,887,4927,0,0,0,0,0,0,0,0,0.3,0.2
811955,1672285,0,337,3244,0,0,0,0.5,0.1,0,0,0,0.8,0.7
1051955,1672285,0,270,1835,0,0,0,0,0,0,0,0,0.1,0
1061955,1672285,0,320,2522,0,0,0,0,0,0,0,0,0,0
1071955,1672285,0,403,2698,0,0,0,0,0,0,0,0,0.1,0
1091955,1672285,0,740,1309,0,0,0,0,0,0,0,0,0.2,0
1101955,1672285,0,774,1393,0,0,0,0,0,0,0,0,0.9,0
1141955,1672285,0,534,1532,0,0,0,0,0,0,0,0,0.1,0
1151955,1672285,0,531,1621,0.7,0,0.7,0.2,0,1,0,1,1,0
1161955,1672285,0,423,1805,0.9,0,0.8,0.2,0,0.9,0,0.9,0.7,0
1171955,1672285,0,391,1975,0.1,0,0,0,0,0,0,0,0,0
1181955,1672285,0,361,1978,0.9,0,1,0.9,0,0.8,0,0.8,0.5,0
1191955,1672285,0,369,2202,0.9,0,0.9,1,0,0.8,0,0.8,1,0
1201955,1672285,0,393,2203,1,0,1,0.9,0,0.9,0,1,1,0
1211955,1672285,0,432,2206,0,0,0,0.9,0,0,0,0,0.9,0
1241955,1672285,0,495,2190,0,0,0,0,0,0,0,0,0,0
1261955,1672285,0,577,2000,0,0,0,0,0,0,0,0,0.1,0
1271955,1672285,0,543,3461,0.2,1,0.1,0,1,0.9,1,0.8,0.9,1
1281955,1672285,0,542,6104,0.4,1,0.4,0.4,1,0.4,1,0.4,0.5,1
1291955,1672285,0,546,5990,0.5,0,0.3,0.3,0,0.5,0,0.2,0.2,0
1301955,1672285,0,519,4688,0.3,0,0.4,0.6,0,0.7,0,0.5,0.6,0
1311955,1672285,0,550,5077,0.4,0,0.2,0.1,0,0.6,0,0.4,0.6,0
1321955,1672285,0,662,5791,0,0.9,0.2,0.2,0.7,0.3,0.8,0.3,0.5,0.9
1351955,1672285,0,1226,20889,0.2,0,0,0,0,0,0,0,0,0
1371955,1672285,0,1008,12320,0,0,0.1,0,0,0,0,0,0,0
1381955,1672285,0,643,10676,0.1,0,0,1,1,0,0,0,0,0
1391955,1672285,0,695,11357,0.1,1,0,1,1,0,1,0,0.3,1
1401955,1672285,0,800,13978,0,0,0,1,1,0,0,0,0,0
1561955,1672285,0,541,5171,0,0,0,0,0,0,0,0,0,0.2
1591955,1672285,0,568,4377,0,0,0,0,0.1,0,0,0,0.4,0.1
1621955,1672285,0,547,4799,0,0,0,0,1,0,0,0,0.1,0.2
1631955,1672285,0,702,4144,0,1,0,0,1,0,1,0,0.3,1
1641955,1672285,0,757,4247,0,0.9,0,0,1,0,1,0,0.1,1
1651955,1672285,0,1000,4501,0,0.5,0,0,1,0,1,0,0,1
1661955,1672285,0,1076,4470,0,0.7,0,0,0.7,0,1,0,0,1
1671955,1672285,0,790,3931,0,0,0,0,0,0,0,0.1,0,0
1681955,1672285,0,971,4654,0,0,0,0,0,0,0,0,0,0
1691955,1672285,0,915,6385,0.1,0,0,0,0,0.7,0,0.7,0.6,0
1711955,1672285,0,664,4178,0.3,0,0.6,0,0,1,0,1,1,0
1721955,1672285,2,1146,2335,1,1,1,1,1,1,1,1,1,1
1731955,1672285,0,889,5768,0,0,0,0,0,0,0,0,0.2,0
-2208045,1662285,0,481,20011,1,0,1,1,0,1,0,1,1,0
-2198045,1662285,0,798,22190,1,1,1,1,1,1,1,1,1,1
-2188045,1662285,0,473,20465,1,0,1,1,0,1,0,1,1,0
-2178045,1662285,0,357,10535,1,1,1,1,1,1,1,1,1,1
-2158045,1662285,0,367,4853,0,1,0,0,1,0,0.8,0,0,0.6
-2148045,1662285,0,301,2459,0,1,0,0,1,0,1,0,0,1
-2138045,1662285,0,116,1089,0,0,0,0,0,0,0.4,0,0,0.6
-2128045,1662285,0,293,1170,0,1,0,0,1,0,1,0,0,1
-2118045,1662285,0,343,1661,0,1,0,0,1,0,1,0,0,1
-2108045,1662285,0,639,2699,0,0.6,0,0,1,0,1,0,0,1
-2098045,1662285,0,321,3434,0,1,0,0,1,0,1,0,0,1
-2088045,1662285,0,504,4077,0,0.7,0,0,1,0,0.9,0,0,1
-2078045,1662285,0,648,6781,0,0.7,0,0,0.6,0,0.3,0,0,0.3
-2068045,1662285,0,708,17905,0,0.3,0,0,0.2,0,0,0,0,0
-2058045,1662285,0,784,30136,0,0.4,0,0,0.4,0,0,0,0,0
-2048045,1662285,0,777,9702,0,0.9,0,0,1,0,0.9,0,0,1
-2038045,1662285,0,214,4292,0,1,0,0,1,0,1,0,0,1
-2028045,1662285,0,81,4061,0,1,0,0,1,0,1,0,0,1
-2018045,1662285,0,116,4729,0,1,0,0,1,0,1,0,0,1
-2008045,1662285,0,182,5405,0,0.9,0,0,1,0,1,0,0,1
-1998045,1662285,0,173,3079,0,1,0,0,1,0,1,0,0,0.9
-1988045,1662285,0,156,2618,0,0,0,0.1,1,0,0,0,0,0
-1978045,1662285,0,178,3077,1,1,1,1,1,1,1,1,1,1
-1968045,1662285,2,93,3269,1,1,1,1,1,1,1,1,1,1
-1958045,1662285,2,106,3864,1,1,1,1,1,1,1,1,1,1
-1948045,1662285,2,221,3084,1,1,1,1,1,1,1,1,1,1
-1938045,1662285,0,81,2289,0,1,0,0,1,0,1,0,0,1
-1928045,1662285,0,80,1636,0,1,0,0,1,0,1,0,0,1
-1918045,1662285,0,80,1685,0,0,0,0.2,0.9,0,0,0,0,0
-1908045,1662285,0,89,1924,0,0,0,0.2,0.9,0,0,0,0,0
-1898045,1662285,0,160,1607,0,0,0,0.2,0.7,0,0,0,0,0
-1888045,1662285,0,80,1280,0,0,0,0.2,0.7,0,0,0,0,0
-1878045,1662285,2,80,1277,1,1,1,1,1,1,1,1,1,1
-1868045,1662285,2,399,1731,1,1,1,1,1,1,1,1,1,1
-1858045,1662285,2,201,1208,1,1,1,1,1,1,1,1,1,1
-1848045,1662285,2,80,1174,1,1,1,1,1,1,1,1,1,1
-1838045,1662285,2,80,1279,1,1,1,1,1,1,1,1,1,1
-1828045,1662285,2,80,1101,1,1,1,1,1,1,1,1,1,1
-1818045,1662285,2,80,1315,1,1,1,1,1,1,1,1,1,1
-1808045,1662285,0,80,1560,0,0,0,1,1,0,0,0,0,0
-1788045,1662285,2,167,3864,1,1,1,1,1,1,1,1,1,1
-1768045,1662285,0,210,8190,0,0,0,1,1,0,0,0,0,0
-1758045,1662285,2,216,4732,1,1,1,1,1,1,1,1,1,1
-1748045,1662285,2,175,11575,1,1,1,1,1,1,1,1,1,1
-1738045,1662285,2,174,16568,1,1,1,1,1,1,1,1,1,1
-1728045,1662285,2,170,7784,1,1,1,1,1,1,1,1,1,1
-1708045,1662285,2,170,10770,1,1,1,1,1,1,1,1,1,1
-1698045,1662285,2,170,1796,1,1,1,1,1,1,1,1,1,1
-1688045,1662285,2,170,2992,1,1,1,1,1,1,1,1,1,1
-1678045,1662285,2,170,3766,1,1,1,1,1,1,1,1,1,1
-1608045,1662285,2,170,6436,1,1,1,1,1,1,1,1,1,1
-1598045,1662285,2,172,4465,1,1,1,1,1,1,1,1,1,1
-1588045,1662285,0,143,4327,0,0,0,1,0.3,0,0,0,0,0
-1578045,1662285,0,147,4868,0,0,0,1,0.3,0,0,0,0,0
-1568045,1662285,0,116,4340,0,0,0,1,0.7,0,0,0,0,0
-998045,1662285,2,115,22720,1,1,1,1,1,1,1,1,1,1
-988045,1662285,0,113,20910,0,0,0,1,1,0,0,0,0,0
-968045,1662285,2,88,20586,1,1,1,1,1,1,1,1,1,1
-958045,1662285,2,87,20026,1,1,1,1,1,1,1,1,1,1
-948045,1662285,2,86,20963,1,1,1,1,1,1,1,1,1,1
-938045,1662285,0,48,19139,0,0,1,0,1,0,0,1,0,1
-928045,1662285,0,16,11824,0,0,0,0,1,0,0,0,0,0
-918045,1662285,0,16,7087,0,0,1,0.3,1,0,0,1,0,1
-908045,1662285,0,44,5295,0,0,1,0.3,1,0,0,1,0,1
-898045,1662285,0,86,2943,0,1,1,0.2,1,0,0.1,1,0,1
-888045,1662285,0,253,4564,0,0,1,0,1,0,0,1,0,1
-878045,1662285,0,317,5832,0,0,1,0,1,0,0,1,0,1
-868045,1662285,0,225,3921,0,0,1,0,1,0,0,1,0,1
-858045,1662285,0,105,1969,0,0,1,0,1,0,0,1,0,1
-848045,1662285,0,89,1267,0,0,1,0,1,0.1,0,1,0,1
-838045,1662285,0,81,2648,0,0,1,0,1,0,0,1,0,1
-828045,1662285,2,78,5073,1,1,1,1,1,1,1,1,1,1
-818045,1662285,0,56,4147,0,0,1,0.1,1,0,0,1,0,1
-808045,1662285,0,72,4334,0,0,1,0,1,0,0,1,0,1
-798045,1662285,0,197,3460,0,0,0,0,0.1,0,0,0,0,0
-788045,1662285,0,286,2299,0,0,0,0,0.1,0,0,0,0,0
-778045,1662285,0,323,2104,0,1,0,0,1,0,1,0,0.2,1
-748045,1662285,0,346,1237,0,0,0,0,0,0,0,0,0.4,0.2
-738045,1662285,0,242,884,0,0,0,0,0,0,0,0,0,0.1
-578045,1662285,0,99,664,0,0,0,0,0,0,0,0,0.3,0.2
-568045,1662285,0,121,692,0,0,0,0,0,0,0,0,0.6,0.2
-558045,1662285,0,174,795,0,0,0,0,0,0,0,0,0.8,0.2
-518045,1662285,0,313,1587,0,0,0,0.6,0.2,0,0,0,1,1
-508045,1662285,0,306,1610,0,0,0,0.6,0.2,0,0,0,1,1
-498045,1662285,0,296,1782,0,0,0,0.6,0.3,0,0,0,0.6,0.5
-488045,1662285,0,231,1536,0,0,0,0.6,0.3,0,0,0,0.8,0.7
-478045,1662285,0,171,1294,0,0,0,0.4,0.1,0,0,0,0.8,0.5
-358045,1662285,0,319,2147,0,0,0,0.9,0.8,0,0,0,0.4,0.3
-238045,1662285,0,283,2308,0,0,0,0,0,0,0,0,0.1,0
-208045,1662285,0,340,1479,0,0,0,0,0,0,0,0,0.2,0
-138045,1662285,0,548,2976,0,0,0,0,0,0,0.6,0,0,0.6
-78045,1662285,0,503,2742,0,0,0,0,0.1,0,0,0,0.5,0.3
-48045,1662285,0,454,2388,0,0.1,0,0,0,0,0.8,0,0,0.6
-38045,1662285,0,470,2561,0,0,0,0,0,0,0.8,0,0,0.7
171955,1662285,0,468,3920,0,0,0,0.4,0,0,0,0,0.9,0.3
181955,1662285,0,522,4072,0,0,0,0,0,0,0,0,0,0
451955,1662285,0,204,4655,0,0,0,0.1,0,0,0,0,0,0
461955,1662285,0,310,5914,0,0,0,0.1,0,0,0,0,0,0
551955,1662285,0,662,10028,0,0,0,1,0.5,0,0,0,0,0
561955,1662285,0,446,9919,0,0,0,1,1,0,0,0,0,0
571955,1662285,0,664,9341,0,0,0,0.7,0.4,0,0,0,0,0
611955,1662285,0,1024,13919,0,0,0,0.2,0.2,0,0,0,0,0
671955,1662285,0,1111,8193,0,0,0,0,0,0,0,0,0.1,0
691955,1662285,0,878,6116,0,0,0,0,0,0,0,0,0.1,0.1
801955,1662285,0,612,5046,0,0,0,0.5,0.1,0,0,0,0,0
811955,1662285,0,343,3588,0,0,0,0.5,0.1,0,0,0,0.8,0.7
821955,1662285,0,438,3478,0,0,0,0.5,0.1,0,0,0,0.1,0
911955,1662285,0,683,4392,0,0,0,0,0,0,0,0,0.1,0.1
951955,1662285,0,370,3683,0,0,0,1,1,0,0,0,1,1
961955,1662285,0,216,2741,0,0,0,1,1,0,0,0,1,1
1011955,1662285,0,611,4744,0,0,0,0,0,0,0,0,0.1,0
1021955,1662285,0,661,3933,0,0,0,0,0,0,0,0,0.4,0.2
1141955,1662285,0,517,1714,0.9,0,0.4,0.1,0,1,0,1,0.5,0
1161955,1662285,0,444,1824,0,0,0,0,0,0,0,0,0.1,0
1171955,1662285,0,359,1913,0.9,0,1,0.2,0,0.9,0,0.9,0.6,0
1181955,1662285,0,368,2136,0,0,0,0.8,0,0,0,0,0,0
1191955,1662285,0,399,2724,0,0,0,0.9,0,0,0,0,0.1,0
1201955,1662285,0,412,2465,0.1,0,0,0.9,0,0,0,0,0.1,0
1211955,1662285,0,455,2432,0,0,0,0.8,0,0,0,0,0,0
1231955,1662285,0,491,2234,0,0,0,0,0,0,0,0,0.6,0
1241955,1662285,0,521,2440,0.7,0,0.5,0,0,1,0,1,0.9,0
1251955,1662285,0,571,2884,0.6,0,0,0,0,0.9,0,0.9,1,0
1271955,1662285,0,647,7222,0.3,1,0.3,0,1,0.4,1,0.1,0.1,1
1281955,1662285,0,722,6490,0,1,0,0,1,0.3,1,0.1,0.5,1
1291955,1662285,0,618,6082,0.2,0.9,0.1,0,1,0.5,0.8,0.3,0.8,0.9
1311955,1662285,0,607,5656,0.4,0,0.2,0,0,0.4,0,0.3,0.6,0
1321955,1662285,0,717,4843,0.2,0,0,0,0,0.8,0,0.6,0.6,0
1331955,1662285,0,870,7539,0,0,0,0,0,0,0,0,0.2,0
1351955,1662285,0,975,8773,0,0,0,0,0,0.1,0,0,0,0
1361955,1662285,0,902,10423,0,0,0,0,0,0.1,0,0.1,0,0
1371955,1662285,0,737,11742,0.1,0,0,0.1,0,0,0,0,0,0
1381955,1662285,0,845,13492,0,1,0,1,1,0,1,0,0.1,1
1391955,1662285,0,624,9374,0.2,0,0.1,1,0.2,0,0,0,0.2,0
1401955,1662285,0,623,10131,0,0,0,1,0.3,0,0,0,0,0
1491955,1662285,0,468,4734,0,0,0,0,0,0,0,0,0,0.1
1501955,1662285,0,450,5935,0,0,0,0,0,0,0,0,0,0
1511955,1662285,0,483,5099,0,0,0,0,0,0,0,0,0,0
1621955,1662285,0,569,4633,0,0,0,0,0,0.1,0,0.1,0,0
1681955,1662285,0,288,3808,0,0,0,0,0,0.1,0,0,0,0
1711955,1662285,0,555,5011,0.9,0,0.7,0.8,0,1,0,1,0.9,0
1721955,1662285,0,854,3675,0,0,0,0.9,0.1,0,0,0,0.5,0
1761955,1662285,0,974,4570,0,0,0,0,0,0.2,0.1,0.2,0.2,0.2
1771955,1662285,0,1043,5273,0,0,0,0,0,0.1,0.1,0.1,0,0
-2208045,1652285,0,511,36077,1,1,1,1,1,1,1,1,1,1
-2198045,1652285,0,622,20453,1,1,1,1,1,1,1,1,1,1
-2178045,1652285,0,432,4757,1,0,1,1,0,1,0.3,1,1,0
-2168045,1652285,0,340,3283,0,0,0,0,0,0,0.8,0,0,0.4
-2158045,1652285,0,319,4608,0,1,0,0,1,0,1,0,0,1
-2128045,1652285,0,65,822,0,0,0,0,1,0,0,0,0,0
-2118045,1652285,0,175,1362,0,1,0,0,1,0,1,0,0,1
-2108045,1652285,0,764,3228,0,0.4,0,0,0.8,0,1,0,0,1
-2098045,1652285,0,664,4499,0,0.7,0,0,0.7,0,0.9,0,0,0.8
-2088045,1652285,0,675,6173,0,0.6,0,0,0.6,0,0.5,0,0,0.4
-2078045,1652285,0,725,16691,0,0.6,0,0,0.6,0,0,0,0,0
-2068045,1652285,0,776,18134,0,0.2,0,0,0.5,0,0,0,0,0
-2058045,1652285,0,758,13596,0,0.4,0,0,0.2,0,0,0,0,0
-2048045,1652285,0,158,4030,0,1,0,0,1,0,1,0,0,1
-2038045,1652285,0,64,3415,0,1,0,0,1,0,1,0,0,1
-2028045,1652285,0,69,4443,0,1,0,0,1,0,1,0,0,1
-2018045,1652285,0,130,5765,0,0,0,0,1,0,0,0,0,0
-2008045,1652285,0,180,5221,0,0.9,0,0,1,0,1,0,0,0.9
-1998045,1652285,0,122,3533,0,1,0,0,1,0,1,0,0,1
-1988045,1652285,0,131,3074,0,0,0,0.1,1,0,0,0,0,0
-1978045,1652285,0,159,2756,1,0.9,1,1,1,1,1,1,1,1
-1968045,1652285,2,103,2712,1,1,1,1,1,1,1,1,1,1
-1958045,1652285,2,136,2831,1,1,1,1,1,1,1,1,1,1
-1948045,1652285,2,156,2584,1,1,1,1,1,1,1,1,1,1
-1938045,1652285,0,80,2095,0,1,0,0,1,0,1,0,0,1
-1928045,1652285,0,80,1407,0,1,0,0,1,0,1,0,0,1
-1918045,1652285,0,80,1396,0,1,0,0,1,0,1,0,0,1
-1908045,1652285,0,82,1577,0,0,0,0,1,0,0,0,0,0
-1898045,1652285,2,80,1308,1,1,1,1,1,1,1,1,1,1
-1888045,1652285,0,80,1244,0,0,0,0.2,0.7,0,0,0,0,0
-1878045,1652285,0,81,1227,0,0,0,1,1,0,0,0,0,0
-1868045,1652285,2,409,1769,1,1,1,1,1,1,1,1,1,1
-1858045,1652285,2,128,1156,1,1,1,1,1,1,1,1,1,1
-1848045,1652285,2,80,1111,1,1,1,1,1,1,1,1,1,1
-1838045,1652285,2,80,1189,1,1,1,1,1,1,1,1,1,1
-1828045,1652285,2,82,929,1,1,1,1,1,1,1,1,1,1
-1818045,1652285,2,80,1170,1,1,1,1,1,1,1,1,1,1
-1808045,1652285,2,80,1248,1,1,1,1,1,1,1,1,1,1
-1798045,1652285,2,80,1425,1,1,1,1,1,1,1,1,1,1
-1788045,1652285,2,89,1824,1,1,1,1,1,1,1,1,1,1
-1758045,1652285,0,188,6808,0,0,0,1,1,0,0,0,0,0
-1748045,1652285,2,173,11167,1,1,1,1,1,1,1,1,1,1
-1738045,1652285,2,175,23267,1,1,1,1,1,1,1,1,1,1
-1728045,1652285,2,173,15395,1,1,1,1,1,1,1,1,1,1
-1698045,1652285,2,170,12640,1,1,1,1,1,1,1,1,1,1
-1688045,1652285,2,170,3586,1,1,1,1,1,1,1,1,1,1
-1678045,1652285,2,170,5564,1,1,1,1,1,1,1,1,1,1
-1618045,1652285,2,170,4033,1,1,1,1,1,1,1,1,1,1
-1608045,1652285,2,170,5211,1,1,1,1,1,1,1,1,1,1
-1598045,1652285,2,171,5319,1,1,1,1,1,1,1,1,1,1
-1358045,1652285,0,36,28126,0,0,0,0.2,0,0,0,0,0,0
-1098045,1652285,2,247,8553,1,1,1,1,1,1,1,1,1,1
-1088045,1652285,2,344,8734,1,1,1,1,1,1,1,1,1,1
-1058045,1652285,0,302,14870,0,0,0,0,0.2,0,0,0,0,0
-1048045,1652285,0,151,26379,0,0,0,0,0.2,0,0,0,0,0
-988045,1652285,2,168,28424,1,1,1,1,1,1,1,1,1,1
-968045,1652285,0,125,28023,0,0.5,0,0,0,0,0,0,0,0
-938045,1652285,0,64,15465,0,0,0,0,1,0,0,0,0,0
-928045,1652285,0,39,9475,0,0,0,0.3,1,0,0,0,0,0
-918045,1652285,0,19,7057,0,0,1,0.3,1,0,0,1,0,1
-908045,1652285,0,23,5815,0,0,1,0,1,0,0,1,0,1
-898045,1652285,0,49,3669,0,1,1,0,1,0,0,1,0,1
-888045,1652285,0,183,3686,0,0,1,0,1,0,0,1,0,1
-878045,1652285,0,182,3716,0,1,1,0,1,0,1,1,0,1
-868045,1652285,0,141,4180,0,1,1,0,1,0,1,1,0,1
-858045,1652285,0,115,2891,0,1,1,0,1,0,1,1,0,1
-848045,1652285,0,89,1579,0,0,1,0,1,0,0,1,0,1
-838045,1652285,0,91,2306,0,0,1,0,1,0,0,1,0,1
-828045,1652285,0,80,4014,0,0.8,1,0,1,0,0,1,0,1
-818045,1652285,0,69,4247,0.4,1,1,0,1,0,1,1,0,1
-778045,1652285,0,315,3237,0,0,0,0,0.1,0,0,0,0,0
-578045,1652285,0,105,747,0,0,0,0,0,0,0,0,0.2,0.2
-468045,1652285,0,232,1425,0,0,0,0,0,0,0,0,0,0.1
-458045,1652285,0,277,1480,0,0,0,0,0,0,0,0,0.4,0.5
-298045,1652285,0,276,1804,0,0,0,0,0,0,0,0,0.1,0
-208045,1652285,0,378,1513,0,0,0,0,0,0,0,0,0.4,0.7
-198045,1652285,0,353,1542,0,0,0,0,0,0,0,0,0.7,0.2
-188045,1652285,0,361,1823,0,0,0,0,0,0,0,0,0.8,0.6
-138045,1652285,0,822,3477,0,0,0,0,0,0,0.3,0,0,0.1
-88045,1652285,0,505,3009,0,0,0,0,0.1,0,0,0,0,0
-78045,1652285,0,465,2892,0,0,0,0,0.1,0,0,0,0.3,0.2
-68045,1652285,0,447,3066,0,0,0,0,0,0,0,0,0.1,0
-48045,1652285,0,453,2364,0,0,0,0,0,0,0.6,0,0,1
-38045,1652285,0,458,2636,0,0.1,0,0,0,0,0.8,0,0,0.5
-28045,1652285,0,464,2873,0,0,0,0,0,0,0.8,0,0,0.6
161955,1652285,0,739,4163,0,0,0,0,0,0,0,0,0.2,0
171955,1652285,0,594,4753,0,0,0,0.1,0,0,0,0,0.2,0
181955,1652285,0,605,4357,0,0,0,0,0,0,0,0,0.1,0
191955,1652285,0,435,3876,0,0,0,0,0,0,0,0,0,0
551955,1652285,0,671,10120,0,0,0,1,0.5,0,0,0,0,0
561955,1652285,0,847,11896,0,0,0,1,1,0,0,0,0,0
571955,1652285,0,663,10461,0,0,0,0.7,0.4,0,0,0,0,0
601955,1652285,2,812,12187,1,1,1,1,1,1,1,1,1,1
641955,1652285,0,502,6267,0,0,0,0.9,0.7,0,0,0,0,0.1
661955,1652285,0,370,4732,0,0,0,0.5,0.7,0,0,0,0,0
671955,1652285,0,679,5331,0,0,0,0,0.1,0,0,0,0,0
681955,1652285,0,918,5984,0,0,0,0,0.1,0,0,0,0,0.1
811955,1652285,0,492,4000,0,0,0,0.5,0.1,0,0,0,0.2,0.2
821955,1652285,0,439,3455,0,0,0,0.5,0.1,0,0,0,0.6,0.3
871955,1652285,0,849,4633,0,0,0,0,0.1,0,0,0,0.4,0.3
881955,1652285,0,1233,6529,0,1,0,0,1,0,1,0,0,1
891955,1652285,0,1294,9013,0,1,0,0,1,0,1,0,0,1
901955,1652285,0,1158,6634,0,1,0,0,1,0,1,0,0,1
921955,1652285,0,561,4692,0,0,0,0,0,0,0,0,0.1,0
931955,1652285,0,891,6529,0,0,0,0,0,0,0,0,0,0
941955,1652285,0,604,4838,0,0,0,0.9,0.5,0,0,0,0.3,0
951955,1652285,0,441,3569,0,0,0,1,1,0,0,0,1,1
961955,1652285,0,338,3259,0,0,0,1,1,0,0,0,1,1
971955,1652285,0,367,3705,0,0,0,1,0.9,0,0,0,0.4,0.6
1031955,1652285,0,433,2252,0,0,0,0,0,0,0,0,0.2,0
1071955,1652285,0,463,1546,0,0,0,0,0,0,0,0,0.3,0.1
1151955,1652285,0,529,1669,0.3,0,0.9,0,0,1,0,1,0.7,0
1171955,1652285,0,414,1770,0,0,0,0.2,0,0,0,0,0.6,0
1181955,1652285,0,422,2296,0.1,0,0,0.8,0,0,0,0,0,0
1191955,1652285,0,461,2467,0,0,0,0.9,0,0,0,0,0,0
1201955,1652285,0,421,1756,0.2,0,0,0.1,0,0,0,0,0,0
1211955,1652285,0,449,1676,0,0,0,0.1,0,0,0,0,0,0
1221955,1652285,0,497,2110,0,0,0,0.1,0,0,0,0,0.9,0
1231955,1652285,0,518,2463,0.7,0,0.3,0.1,0,1,0,1,1,0
1241955,1652285,0,616,5150,0.2,0,0,0.1,0,0.8,0,0.6,0.4,0
1251955,1652285,0,654,6605,0.2,0,0,0.1,0,0.5,0,0.2,0,0
1261955,1652285,0,721,6239,0,0,0,0,0,0.3,0,0.1,0.3,0
1271955,1652285,0,639,5672,0.2,0.7,0.1,0.3,0.8,0.6,0.9,0.4,0.5,0.8
